source	target	weight
fc	futbolê	4.770685
fc	lîstikvanê	4.770685
fc	yaneyeke	4.770685
futbolo	futbolê	4.770685
futbolo	lîstikvanê	4.770685
futbolo	yaneyeke	4.770685
futbolê	lîstikvanê	4.770685
futbolê	yaneyeke	4.770685
lîstikvanê	yaneyeke	4.770685
dikim	ez	4.770685
dikim	hez	4.770685
dikim	mot	4.770685
dikim	te	4.770685
ez	hez	4.770685
ez	mot	4.770685
hez	mot	4.770685
hez	te	4.770685
mot	te	4.770685
cara	dinê	4.770685
cara	hate	4.770685
cara	sala	4.770685
cara	vekirin	4.770685
dinê	hate	4.770685
dinê	sala	4.770685
dinê	vekirin	4.770685
hate	sala	4.770685
hate	vekirin	4.770685
sala	vekirin	4.770685
jam	nivîsên	4.770685
jam	ragihandinê	4.770685
jam	rojname	4.770685
jam	rojnameyeke	4.770685
nivîsên	ragihandinê	4.770685
