source	target	weight
amerikay	dewletanê	7.011227
amerikay	yewbiyayeyana	7.011227
amerikayê	dewletanê	7.011227
amerikayê	yewbiyayeyana	7.011227
dewletanê	yewbiyayeyana	7.011227
alpes	cantaliyo	5.011227
alpes	komunê	1.841302
auvergne	cantaliyo	4.689299
auvergne	komunê	1.519374
cantaliyo	komunê	3.841302
cantaliyo	rhône	4.689299
komunê	rhône	1.519374
drômea	drômeya	7.011227
drômea	komunê	3.841302
drômea	wılayetê	4.426265
drômea	yew	3.203872
drômeya	komunê	3.841302
drômeya	wılayetê	4.426265
drômeya	yew	3.203872
1784	herscheli	6.011227
1784	keşıf	5.011227
1784	terefê	5.011227
1784	wilhelm	7.011227
herscheli	keşıf	5.011227
herscheli	terefê	5.011227
herscheli	wilhelm	6.011227
keşıf	wilhelm	5.011227
terefê	wilhelm	5.011227
john	known	6.011227
john	robert	6.011227
john	toquinho	6.011227
known	robert	7.011227
known	toquinho	7.011227
known	william	6.011227
robert	toquinho	7.011227
robert	william	6.011227
toquinho	william	6.011227
adresa	kovaran	7.011227
adresa	li	7.011227
adresa	rojname	7.011227
adresa	rojnameyî	7.011227
kovaran	li	7.011227
kovaran	rojname	7.011227
kovaran	rojnameyî	7.011227
li	rojname	7.011227
li	rojnameyî	7.011227
rojname	rojnameyî	7.011227
gelo	kışta	6.011227
gelo	kıştı	7.011227
gelo	ning	7.011227
gelo	zafê	7.011227
kışta	kıştı	6.011227
kışta	ning	6.011227
kışta	zafê	6.011227
kıştı	ning	7.011227
kıştı	zafê	7.011227
ning	zafê	7.011227
francis	katalogo	7.011227
francis	leavenworthi	7.011227
francis	neweyo	7.011227
francis	preserved	7.011227
katalogo	leavenworthi	7.011227
katalogo	neweyo	7.011227
katalogo	preserved	7.011227
leavenworthi	neweyo	7.011227
leavenworthi	preserved	7.011227
neweyo	preserved	7.011227
johannes	katolikan	7.011227
johannes	katolikano	7.011227
johannes	papay	7.011227
johannes	xristiyananê	7.011227
katolikan	katolikano	7.011227
katolikan	papay	7.011227
katolikan	xristiyananê	7.011227
katolikano	papay	7.011227
katolikano	xristiyananê	7.011227
papay	xristiyananê	7.011227
haute	komunê	2.256340
haute	loirea	5.426265
haute	métropole	5.426265
haute	wılayetê	2.841302
komunê	loirea	3.841302
komunê	métropole	3.841302
loirea	métropole	7.011227
loirea	wılayetê	4.426265
métropole	wılayetê	4.426265
barselona	belediyay	6.011227
barselona	katalonyaya	7.011227
barselona	otonome	7.011227
barselona	spanya	5.426265
belediyay	katalonyaya	6.011227
belediyay	otonome	6.011227
belediyay	spanya	5.426265
katalonyaya	otonome	7.011227
katalonyaya	spanya	5.426265
otonome	spanya	5.426265
guretî	ma	5.426265
guretî	ulyanî	7.011227
guretî	yanî	7.011227
guretî	şuûr	7.011227
ma	ulyanî	5.426265
ma	yanî	5.426265
ma	şuûr	5.426265
ulyanî	yanî	7.011227
ulyanî	şuûr	7.011227
yanî	şuûr	7.011227
aragoni	belediyay	6.011227
aragoni	eyaletê	5.426265
aragoni	huescao	7.011227
aragoni	spanya	5.426265
